P5,242,357,7346,"[S, D0, D1, O, S, S, D2, D3, S, O, S]","[L3, L2, L1, L4, ECU4, ECU2, ECU3, ECU1]"
P5,177,115,45,"[O, S, D0, O, D1, D2, O, S, S, O, D3]","[L1, L4, L2, L3, ECU4, ECU1, ECU3, ECU2]"
P5,143,386,45,"[O, D0, D1, O, S, S, O, D2, D3, O, O]","[L3, L4, L1, L2, ECU1, ECU3, ECU2, ECU4]"
P5,262,35,147,"[S, D0, S, O, D1, S, O, D2, S, O, D3]","[L1, L2, L4, L3, ECU2, ECU4, ECU3, ECU1]"
P5,61,172,3246,"[D0, S, D1, O, S, S, D2, S, S, D3, O]","[L2, L1, L4, L3, ECU1, ECU4, ECU2, ECU3]"
P5,27,132,867,"[D0, D1, S, O, S, D2, O, S, S, D3, S]","[L1, L4, L3, L2, ECU3, ECU1, ECU2, ECU4]"
P5,257,406,45,"[S, D0, S, O, D1, D2, O, S, S, D3, O]","[L3, L4, L1, L2, ECU4, ECU3, ECU1, ECU2]"
P5,321,435,45,"[S, S, S, D0, S, S, O, D1, D2, O, D3]","[L4, L1, L2, L3, ECU1, ECU3, ECU4, ECU2]"
P5,258,320,45,"[S, D0, S, O, D1, D2, O, S, S, D3, S]","[L3, L1, L4, L2, ECU2, ECU3, ECU1, ECU4]"
P5,226,102,45,"[S, D0, D1, O, D2, D3, O, S, S, O, S]","[L1, L4, L2, L3, ECU2, ECU1, ECU3, ECU4]"
P5,93,279,2685,"[D0, S, S, D1, S, S, O, D2, D3, O, S]","[L2, L4, L3, L1, ECU3, ECU2, ECU4, ECU1]"
P5,198,575,1601,"[O, S, S, D0, D1, D2, O, S, S, D3, O]","[L4, L3, L2, L1, ECU4, ECU3, ECU2, ECU1]"
P5,317,100,45,"[S, S, S, D0, S, S, D1, D2, D3, O, S]","[L1, L4, L2, L3, ECU1, ECU4, ECU2, ECU3]"
P5,181,483,650,"[O, S, D0, O, D1, S, O, S, D2, O, D3]","[L4, L2, L1, L3, ECU1, ECU3, ECU4, ECU2]"
P5,195,561,1271,"[O, S, S, D0, D1, D2, O, D3, S, O, S]","[L4, L3, L2, L1, ECU2, ECU3, ECU4, ECU1]"
P5,168,283,1283,"[O, D0, S, O, S, S, D1, S, D2, O, D3]","[L2, L4, L3, L1, ECU4, ECU1, ECU3, ECU2]"
P5,275,180,45,"[S, D0, S, O, S, S, O, D1, D2, O, D3]","[L2, L1, L4, L3, ECU3, ECU1, ECU2, ECU4]"
P5,300,181,2256,"[S, S, S, D0, D1, D2, O, D3, S, O, S]","[L2, L1, L4, L3, ECU3, ECU1, ECU4, ECU2]"
P5,2,394,551,"[D0, D1, D2, O, S, D3, O, S, S, O, O]","[L3, L4, L1, L2, ECU2, ECU4, ECU1, ECU3]"
P5,215,282,1676,"[O, S, S, D0, S, S, D1, S, S, D2, D3]","[L2, L4, L3, L1, ECU4, ECU1, ECU2, ECU3]"
P5,320,71,45,"[S, S, S, D0, S, S, D1, S, S, D2, D3]","[L1, L3, L2, L4, ECU4, ECU3, ECU2, ECU1]"
P5,327,371,87,"[S, S, S, O, D0, S, O, D1, D2, O, D3]","[L3, L2, L4, L1, ECU2, ECU4, ECU3, ECU1]"
P5,142,366,45,"[O, D0, D1, O, S, S, D2, S, S, O, D3]","[L3, L2, L4, L1, ECU2, ECU1, ECU3, ECU4]"
P5,230,420,45,"[S, D0, D1, O, D2, S, O, S, D3, O, S]","[L3, L4, L2, L1, ECU3, ECU1, ECU2, ECU4]"
P5,321,201,187,"[S, S, S, D0, S, S, O, D1, D2, O, D3]","[L2, L3, L1, L4, ECU2, ECU3, ECU4, ECU1]"
P5,8,507,187,"[D0, D1, D2, O, S, S, O, S, D3, O, O]","[L4, L2, L3, L1, ECU1, ECU3, ECU4, ECU2]"
P5,104,258,4213,"[D0, S, S, O, D1, S, O, D2, D3, O, O]","[L2, L4, L1, L3, ECU4, ECU1, ECU2, ECU3]"
P5,226,435,45,"[S, D0, D1, O, D2, D3, O, S, S, O, S]","[L4, L1, L2, L3, ECU1, ECU3, ECU4, ECU2]"
P5,121,252,45,"[O, D0, D1, O, D2, D3, O, S, S, O, S]","[L2, L4, L1, L3, ECU3, ECU1, ECU2, ECU4]"
P5,206,294,805,"[O, S, S, D0, S, D1, O, D2, D3, O, O]","[L3, L1, L2, L4, ECU2, ECU1, ECU3, ECU4]"
P5,8,508,187,"[D0, D1, D2, O, S, S, O, S, D3, O, O]","[L4, L2, L3, L1, ECU1, ECU4, ECU2, ECU3]"
P5,313,264,45,"[S, S, S, D0, S, D1, O, D2, S, O, D3]","[L2, L4, L3, L1, ECU1, ECU2, ECU3, ECU4]"
P5,65,484,477,"[D0, S, D1, O, S, S, O, D2, D3, O, S]","[L4, L2, L1, L3, ECU1, ECU4, ECU2, ECU3]"
P5,224,418,1234,"[O, S, S, O, S, S, D0, D1, D2, O, D3]","[L3, L4, L2, L1, ECU2, ECU4, ECU1, ECU3]"
P5,232,399,45,"[S, D0, D1, O, D2, S, O, S, S, D3, S]","[L3, L4, L1, L2, ECU3, ECU2, ECU4, ECU1]"
P5,98,28,147,"[D0, S, S, O, D1, D2, O, D3, S, O, S]","[L1, L2, L4, L3, ECU1, ECU4, ECU2, ECU3]"
P5,80,238,707,"[D0, S, S, D1, S, D2, O, S, D3, O, O]","[L2, L3, L4, L1, ECU4, ECU3, ECU1, ECU2]"
P5,1,145,107,"[D0, D1, D2, O, D3, S, O, S, S, O, S]","[L2, L1, L3, L4, ECU1, ECU2, ECU4, ECU3]"
P5,77,386,287,"[D0, S, S, D1, D2, S, O, S, S, O, D3]","[L3, L4, L1, L2, ECU1, ECU3, ECU2, ECU4]"
P5,321,193,45,"[S, S, S, D0, S, S, O, D1, D2, O, D3]","[L2, L3, L1, L4, ECU1, ECU2, ECU4, ECU3]"
P5,150,319,547,"[O, D0, S, O, D1, D2, O, S, D3, O, O]","[L3, L1, L4, L2, ECU2, ECU1, ECU4, ECU3]"
